Name,Location,Latitude,Longitude,Elevation,Morphology,Status,Time of Last Eruption,OBJECTID,ID,Country,OID,x,y
Chiles-Cerro Negro,Colombia,0.817,-77.938,4698,Stratovolcano,Holocene,D2,2695,150111,Ecuador,1202,-8676018.47344615,90951.1061931949
"Negro, Cerro",Nicaragua,12.506,-86.702,728,Cinder cone,Historical,D1,2696,140407,Nicaragua,1203,-9651622.4907584,1403349.33155444
Nejapa-Miraflores,Nicaragua,12.12,-86.32,360,Fissure vent,Holocene,U,2697,1404092,Nicaragua,1204,-9609098.44527537,1359368.2312772
Nemo Peak,Kuril Is,49.57,154.808,1018,Caldera,Historical,D2,2698,90032,Russia,1205,17233147.7307251,6372137.77517324
Nemrut Dagi,Turkey,38.654,42.229,2948,Stratovolcano,Historical,D6,2699,10302,Turkey,1206,4700910.77670915,4672230.53015583
"Incahuasi, Nevado de",Chile,-27.033,-68.296,6638,Complex volcano,Holocene,U,2700,1505125,Argentina,1207,-7602675.94321741,-3127595.26833183
Nevis Peak,W Indies,17.15,-62.58,985,Stratovolcano,Holocene,U,2701,160004,Netherlands,1208,-6966373.73384306,1938292.9330069
Newberry,US-Oregon,43.722,-121.229,2434,Shield volcano,Radiocarbon,D6,2702,120211,United States,1209,-13495150.5493778,5422521.35008674
Newer Volcanics Province,Australia,-37.77,142.5,1011,Shield volcano,Radiocarbon,D7,2703,50901,Australia,1210,15863027.4380415,-4546985.28443041
Ngozi,Africa-E,-9.004,33.552,2614,Caldera,Holocene,U,2704,202164,Tanzania,1212,3735214.1940775,-1004781.30347176
Nieuwerkerk,Banda Sea,-6.6,124.675,-2285,Submarine volcano,Uncertain,Unknown,2705,60502,Pacific Ocean,1213,13878757.5146514,-736338.874765199
Niijima,Izu Is-Japan,34.397,139.27,432,Lava dome,Historical,D6,2706,80402,Japan,1215,15503465.4827792,4082234.81492913
Niigata-Yakeyama,Honshu-Japan,36.921,138.036,2400,Lava dome,Historical,D1,2707,80309,Japan,1216,15366097.2311403,4428100.9191611
Nikko,Volcano Is-Japan,23.078,142.326,-392,Submarine volcano,Uncertain,Unknown,2708,804132,Japan,1217,15843657.8466435,2641454.14752818
Nikko-Shiranesan,Honshu-Japan,36.799,139.376,2578,Shield volcano,Historical,D3,2709,80314,Japan,1218,15515265.3488033,4411126.88890283
Nila,Banda Sea,-6.73,129.5,781,Stratovolcano,Historical,D1,2710,60506,Pacific Ocean,1219,14415874.0577289,-750908.879721605
Maruyama,Japan,43.418,143.031,2013,Lava dome,Historical,D3,2711,805061,Japan,1220,15922138.0876527,5375813.68607549
Niseko,Hokkaido-Japan,42.875,140.659,1308,Stratovolcano,Holocene,U,2712,805031,Japan,1221,15658088.2554911,5292964.88492565
Nisyros,Greece,36.589,27.155,698,Stratovolcano,Historical,D3,2713,10205,Greece,1223,3023437.36994531,4381556.56274725
Niuafo'ou,Tonga-SW Pacific,-15.6,-175.63,260,Shield volcano,Historical,D1,2714,40311,Tonga,1224,-19551042.1680226,-1758446.45306753
Norikuradake,Honshu-Japan,36.106,137.554,3026,Stratovolcano,Radiocarbon,D7,2715,80306,Japan,1226,15312441.236578,4315216.62813151
Axial Seamount,Pacific-NE,45.95,-130,-1410,Submarine volcano,Historical,D1,2716,1301021,Pacific Ocean,1227,-14471533.8031256,5772340.30235944
Lake Turkana North Island,Africa-E,4.063,36.046,490,Tuff cone,Holocene,U,2717,202001,Kenya,1228,4012956.32360672,452224.235850217
Three Sisters,US-Oregon,44.133,-121.767,3159,Complex volcano,Radiocarbon,D6,2718,120207,United States,1229,-13555040.4354245,5486047.36149745
Nguna-Emau,Vanuatu-SW Pacific,-17.452,168.353,589,Stratovolcano,Holocene,U,2719,507081,Vanuatu,1230,18740970.23352,-1975605.13672779
Nosy-Be,Madagascar,-13.32,48.48,214,Cinder cone,Holocene,U,2720,303012,Madagascar,1231,5396768.9136579,-1496315.30070329
Novarupta,Alaska Peninsula,58.266,-155.159,841,Caldera,Historical,D2,2721,110218,United States,1232,-17271998.2330119,8024251.26627825
Numazawa,Honshu-Japan,37.444,139.566,835,Shield volcano,Radiocarbon,D7,2722,803151,Japan,1234,15536416.052054,4501176.68861999
Imuruk Lake,Alaska-W,65.517,-163.45,610,Shield volcano,Holocene,U,2723,110406,United States,1235,-18195170.7701606,9745888.28901156
Nyambeni Hills,Africa-E,0.23,37.87,750,Shield volcano,Holocene,U,2724,202056,Kenya,1236,4215669.11634127,25603.5516462672
Nyamulagira,Africa-C,-1.408,29.2,3058,Shield volcano,Historical,D1,2725,20302,"Congo, DRC",1237,3250529.13116359,-156753.620901854
Nyiragongo,Africa-C,-1.52,29.25,3470,Stratovolcano,Historical,D1,2726,20303,"Congo, DRC",1238,3256095.10570325,-169225.47698256
Ofu-Olosega,Samoa-SW Pacific,-14.175,-169.618,639,Shield volcano,Historical,D3,2727,40401,United States,1239,-18881789.3893735,-1594301.52028597
"Ojos del Salado, Nevados",Chile-N,-27.109,-68.541,6879,Stratovolcano,Holocene,U,2728,150513,Argentina,1240,-7629949.21846176,-3137096.47138449
Jom-Bolok,Russia-SE,52.713,99.021,2047,Cinder cone,Holocene,U,2729,100206,Russia,1241,11022967.2978407,6930086.1332184
Okataina,New Zealand,-38.157,176.507,1111,Lava dome,Historical,D1,2730,40105,New Zealand,1242,19647890.1250128,-4596391.68525326
Oki-Dogo,Honshu-Japan,36.176,133.334,151,Shield volcano,Anthropology,U,2731,803003,Japan,1243,14842672.9854303,4324865.80294674
Okmok,Aleutian Is,53.43,-168.13,1073,Shield volcano,Historical,D1,2732,110129,United States,1244,-18716145.9870731,7062935.76338706
Oku Volcanic Field,Africa-W,6.25,10.5,3011,Maar,Radiocarbon,D5,2733,20403,Cameroon,1245,1168854.65332937,697130.731861375
Ol Kokwe,Africa-E,0.62,36.075,1130,Shield volcano,Holocene,U,2734,202055,Kenya,1246,4015850.63036734,69019.4312759569
Olca-Paruma,Chile-N,-20.939,-68.413,5705,Stratovolcano,Historical,D3,2735,150505,Bolivia,1247,-7615700.32364022,-2384606.47422672
Olkaria,Africa-E,-0.904,36.292,2434,Pumice cone,Radiocarbon,D4,2736,20209,Kenya,1248,4040006.95986948,-100636.995162972
Olot Volcanic Field,Spain,42.17,2.53,893,Pyroclastic cone,Holocene,Unknown,2737,10003,Spain,1251,281638.311706982,5186478.73356446
Sofugan,Izu Is-Japan,29.794,140.342,99,Submarine volcano,Uncertain,Unknown,2738,804091,Japan,1252,15622799.9769096,3477097.85223372
Omanago Group,Honshu-Japan,36.807,139.476,2341,Lava dome,Holocene,U,2739,803142,Japan,1253,15529848.2020972,4410570.82161336
Ontakesan,Honshu-Japan,35.893,137.48,3067,Complex volcano,Historical,D1,2740,80304,Japan,1254,15304203.5942593,4285908.30773918
Opala,Kamchatka,52.543,157.339,2439,Caldera,Radiocarbon,D6,2741,100008,Russia,1255,17514897.3619229,6898908.64960499
Oraefajokull,Iceland-SE,64,-16.65,2010,Stratovolcano,Historical,D4,2742,170401,Iceland,1256,-1851577.09036452,9362472.49364682
"Orizaba, Pico de",Mexico,19.03,-97.27,5564,Stratovolcano,Historical,D5,2743,140110,Mexico,1257,-10828046.8694617,2158468.24754859
Orosi,Costa Rica,10.98,-85.473,1659,Stratovolcano,Uncertain,Unknown,2744,140501,Costa Rica,1258,-9514810.83657347,1229838.81831801
Izu-Oshima,Izu Is-Japan,34.724,139.394,746,Stratovolcano,Historical,D1,2745,80401,Japan,1259,15517269.0996376,4126436.81579564
Oshima-Oshima,Hokkaido-Japan,41.51,139.367,732,Stratovolcano,Historical,D4,2746,80501,Japan,1260,15514263.4733862,5087860.09346263
Osorezan,Honshu-Japan,41.279,141.12,878,Stratovolcano,Historical,D4,2747,80329,Japan,1261,15709406.5407468,5053581.60862716
Osorno,Chile-S,-41.105,-72.496,2659,Stratovolcano,Historical,D3,2748,150801,Chile,1262,-8070217.80454916,-5027841.49785153
Ostry,Kamchatka,58.18,160.82,2552,Stratovolcano,Holocene,U,2749,100068,Russia,1264,17902400.5093743,8005225.34968646
Pacaya,Guatemala,14.382,-90.601,2569,Complex volcano,Historical,D1,2750,140211,Guatemala,1268,-10085657.1853614,1618079.20085691
Pagan,Mariana Is-C Pacific,18.13,145.8,570,Stratovolcano,Historical,D1,2751,80417,United States,1270,16230381.7576593,2052770.44056242
Witori,New Britain-SW Pac,-5.575,150.516,724,Caldera,Historical,D2,2752,50208,Papua New Guinea,1271,16755364.4762404,-621699.619574638
Paka,Africa-E,0.92,36.18,1697,Shield volcano,Ar/Ar,D7,2753,202053,Kenya,1272,4027539.17690064,102418.332679832
Pali-Aike Volcanic Field,Chile-S,-52.082,-69.698,282,Cinder cone,Anthropology,D7,2754,150808,Chile,1273,-7758745.86930958,-6814965.70758752
Melimoyu,Chile-S,-44.08,-72.88,2400,Cinder cone,Holocene,U,2755,1508052,Chile,1274,-8112964.48901378,-5477830.72555533
Palomo,Chile-C,-34.608,-70.295,4860,Stratovolcano,Holocene,U,2756,1507022,Chile,1275,-7825203.60531317,-4110736.69136184
Paluweh,Lesser Sunda Is,-8.32,121.708,875,Stratovolcano,Historical,D1,2757,60415,Indonesia,1276,13548472.5854677,-929450.380615772
Pantelleria,Italy,36.77,12.02,836,Shield volcano,Historical,D3,2758,101071,Italy,1280,1338060.27933515,4407096.05866536
Papandayan,Java,-7.32,107.73,2665,Stratovolcano,Historical,D2,2759,60310,Indonesia,1282,11992448.7431594,-817084.466248197
Papayo,Mexico,19.308,-98.7,3600,Lava dome,Holocene,U,2760,1401081,Mexico,1283,-10987233.7412961,2191231.70066588
Melebingoy,Mindanao-Philippines,6.113,124.892,1824,Stratovolcano,Historical,D5,2761,701011,Philippines,1285,13902913.8441535,681790.768035412
Patah,Sumatra,-4.257,103.306,2836,Unknown,Uncertain,Unknown,2762,601231,Indonesia,1286,11499971.3158899,-474323.674137971
"Plat Pays, Morne",W Indies,15.255,-61.341,940,Stratovolcano,Radiocarbon,D5,2763,160011,Dominica,1287,-6828448.88475019,1718605.61007518
Parinacota,Bolivia,-18.166,-69.142,6336,Stratovolcano,Holocene,Unknown,2764,1505012,Bolivia,1288,-7696852.23242852,-2056987.73088498
Patoc,Luzon-Philippines,17.147,120.98,1865,Stratovolcano,Fumarolic,U,2765,703087,Philippines,1289,13467431.9961702,1937943.43727233
Patuha,Java,-7.162,107.4,2422,Stratovolcano,Holocene,U,2766,60307,Indonesia,1290,11955713.3111976,-799354.580871839
Paulet,Antarctica,-63.579,-55.78,353,Cinder cone,Holocene,U,2767,1900041,Antarctica,1291,-6209401.1964488,-9243652.2539154
Pavlof,Alaska Peninsula,55.417,-161.894,2493,Stratovolcano,Historical,D1,2768,110203,United States,1292,-18021957.6424862,7443221.57477612
Pavlof Sister,Alaska Peninsula,55.457,-161.854,2142,Stratovolcano,Historical,D4,2769,110204,United States,1293,-18017504.8628545,7451070.48254865
Payun Matru,Argentina,-36.422,-69.241,3715,Shield volcano,Holocene,U,2770,1507066,Argentina,1294,-7707872.86201706,-4358844.36901562
Pelee,W Indies,14.809,-61.166,1372,Stratovolcano,Historical,D2,2771,160012,Martinique,1296,-6808856.65437058,1667197.85825843
Penanggungan,Java,-7.616,112.62,1631,Stratovolcano,Holocene,U,2772,603291,Indonesia,1297,12536801.0531385,-850316.96455895
Penguin Island,Antarctica,-62.1,-57.93,180,Stratovolcano,Lichenometry,D2,2773,1900031,Antarctica,1300,-6448738.10165434,-8882893.4725054
Perbakti-Gagak,Java,-6.75,106.675,1726,Stratovolcano,Fumarolic,U,2774,60304,Indonesia,1301,11877789.6676423,-753150.763305235
Peuet Sague,Sumatra,4.903,96.289,2785,Complex volcano,Historical,D1,2775,60103,Indonesia,1304,10718842.4489935,546466.817571821
Pico,Azores,38.47,-28.4,2351,Stratovolcano,Historical,D4,2776,180202,Portugal,1305,-3161473.53852897,4646035.47484442
Piip,Kamchatka-E of,55.42,167.33,-300,Submarine volcano,Tephrochronology,D7,2777,1000271,Russia,1306,18627090.3944385,7443809.96705004
Las Pilas-El Hoyo Complex,Nicaragua,12.492,-86.679,1088,Complex volcano,Historical,D2,2778,140408,Nicaragua,1307,-9650064.0178873,1402095.08411215
Tata Sabaya,Chile-N,-19.13,-68.53,5430,Unknown,Holocene,Unknown,2779,1505032,Chile,1308,-7628724.70406304,-2170247.3034896
Pinacate,Mexico,31.85,-113.5,1183,Cinder cone,Holocene,U,2780,1401001,Mexico,1309,-12634539.566055,3733419.15361892
Pinatubo,Luzon-Philippines,15.13,120.35,1486,Stratovolcano,Historical,D1,2781,703083,Philippines,1310,13397300.7169705,1704186.74277896
Pinta,Galapagos,0.58,-90.75,780,Shield volcano,Historical,D2,2782,150307,Ecuador,1311,-10102243.7894896,64566.4073916551
Planchon-Peteroa,Chile-C,-35.223,-70.568,3977,Caldera,Historical,D1,2783,150704,Chile,1313,-7855593.82629973,-4194227.39960782
Platanar,Costa Rica,10.3,-84.366,2267,Stratovolcano,Holocene,U,2784,1405034,Costa Rica,1314,-9391580.16026532,1152816.82575089
"Pleiades, The",Antarctica,-72.67,165.5,3040,Stratovolcano,K-Ar,D7,2785,1900013,Antarctica,1315,18423375.7262868,-11998999.7607563
Plosky,Kamchatka,55.2,158.47,1236,Shield volcano,Holocene,U,2786,100031,Russia,1317,17640799.7060101,7400779.18915312
Olkoviy Volcanic Group,Kamchatka,52.02,157.53,681,Volcanic field,Holocene,U,2787,1000052,Russia,1318,17536159.3846644,6803742.51906047
Poas,Costa Rica,10.2,-84.233,2697,Stratovolcano,Historical,D1,2788,140504,Costa Rica,1319,-9376774.66798981,1141504.33571743
Pocdol Mountains,Luzon-Philippines,13.05,123.958,1102,Compound volcano,Holocene,U,2789,70302,Philippines,1320,13798941.4397526,1465445.23065524
Popa,SE Asia,20.92,95.25,1518,Stratovolcano,Anthropology,D7,2790,70508,Myanmar,1323,10603181.4980593,2382341.99508634
Popocatepetl,Mexico,19.023,-98.622,5393,Stratovolcano,Historical,D1,2791,140109,Mexico,1324,-10978550.8210142,2157643.97962063
"Possession, Ile de la",Indian O-S,-46.42,51.75,934,Stratovolcano,Holocene,U,2792,30404,Indian Ocean,1325,5760783.64855191,-5847911.87498455
Prestahnukur,Iceland-SW,64.583,-20.666,1385,Subglacial volcano,Radiocarbon,D7,2793,170107,Iceland,1327,-2300528.59673379,9499379.30245783
Prevo Peak,Kuril Is,47.014,152.117,1360,Stratovolcano,Historical,D3,2794,90019,Russia,1328,16933920.9394728,5945339.1926935
"Prieto, Cerro",Mexico,32.418,-115.305,223,Lava dome,Holocene,Unknown,2795,140100,Mexico,1329,-12835693.8859184,3818305.55971888
Prince Edward Island,Indian O-S,-46.63,37.95,672,Shield volcano,Holocene,U,2796,30406,Indian Ocean,1330,4224574.67560473,-5881888.39236082
Protector Seamounts,Antarctica,-55.912,-28.167,-55,Submarine volcano,Historical,D2,2797,190014,Antarctica,1331,-3135536.09717414,-7540917.25302876
Tromen Volcanic Plateau,Argentina,-37.144,-70.033,4114,Pyroclastic cone,Holocene,U,2798,1507072,Argentina,1333,-7796037.89872533,-4459197.58223621
Tilocalar,Chile-N,-23.97,-68.13,3109,Stratovolcano,Holocene,U,2799,1505105,Chile,1334,-7584196.90774573,-2749752.90464045
Pululahua,Ecuador,0.046,-78.49,3360,Caldera,Radiocarbon,D7,2800,1502011,Ecuador,1336,-8734461.20611262,4230.14096026026
Puntiagudo-Cordon Cenizos,Chile-C,-40.969,-72.264,2493,Stratovolcano,Historical,D3,2801,150716,Chile,1337,-8044391.68268512,-5007770.24565328
Purace,Colombia,2.32,-76.4,4650,Stratovolcano,Historical,D1,2802,150106,Colombia,1338,-8504809.0966061,258331.82059315
Purico Complex,Chile-N,-23,-67.75,5703,Pyroclastic shield,Holocene,U,2803,1505094,Chile,1339,-7541895.50124428,-2632018.63758642
Putana,Chile-N,-22.557,-67.853,5884,Stratovolcano,Historical,D1,2804,150509,Chile,1340,-7553361.40879599,-2578532.4706326
Puyehue-Cordon Caulle,Chile-C,-40.59,-72.117,2236,Stratovolcano,Holocene,U,2805,150715,Chile,1341,-8028027.71753851,-4952053.56055302
Mentolat,Chile-S,-44.7,-73.08,1660,Cinder cone,Holocene,U,2806,1508054,Chile,1342,-8135228.38717243,-5574415.62665529
Qualibou,W Indies,13.83,-61.05,777,Caldera,Historical,D4,2807,160014,St. Lucia,1344,-6796054.91292935,1554720.0747834
Quetrupillan,Chile-C,-39.496,-71.722,2360,Caldera,Historical,D3,2808,1507121,Chile,1346,-7984056.51867517,-4792970.41016049
"Quill, The",W Indies,17.478,-62.96,601,Stratovolcano,Radiocarbon,D6,2809,160002,Netherlands,1348,-7008675.1403445,1976538.77706773
Quilotoa,Ecuador,-0.859,-78.904,3914,Caldera,Radiocarbon,D6,2810,150206,Ecuador,1349,-8783107.82358929,-94625.038180323
Andahua-Orcopampa,Peru,-15.42,-72.33,4713,Lava dome,Holocene,U,2811,1504004,Peru,1350,-8051738.76907748,-1737651.66809706
Rabaul,New Britain-SW Pac,-4.246,152.194,688,Pyroclastic shield,Historical,D1,2812,50214,Papua New Guinea,1351,16943160.4572086,-475886.472765821
Ragang,Mindanao-Philippines,7.691,124.507,2790,Stratovolcano,Historical,D2,2813,70106,Philippines,1352,13860055.8401981,858740.971293094
"Rahat, Harrat",Arabia-W,23.08,39.78,1744,Volcanic field,Historical,D6,2814,30107,Saudi Arabia,1354,4428289.34375642,2641696.15556634
Raikoke,Kuril Is,48.292,153.25,551,Stratovolcano,Historical,D2,2815,90025,Russia,1355,17059711.9640692,6155571.44212581
Rainier,US-Washington,46.853,-121.76,4392,Stratovolcano,Dendrochronology,D3,2816,120103,United States,1356,-13554261.198989,5918112.851899
Rajabasa,Sumatra,-5.78,105.625,1281,Stratovolcano,Fumarolic,U,2817,60129,Indonesia,1357,11758121.2150395,-644520.776909924
Ranakah,Lesser Sunda Is,-8.637,120.53,2288,Lava dome,Historical,D1,2818,604071,Indonesia,1358,13416225.0304053,-963214.529190487
Ranau,Sumatra,-4.871,103.925,1854,Caldera,Holocene,Unknown,2819,601251,Indonesia,1359,11568878.080691,-542891.596643741
Raoul Island,Kermadec Is,-29.27,-177.92,516,Stratovolcano,Historical,D1,2820,40203,New Zealand,1360,-19805963.8019392,-3410056.07353241
Rasshua,Kuril Is,47.77,153.02,956,Stratovolcano,Historical,D2,2821,90022,Russia,1361,17034108.4811867,6068675.97071812
Raung,Java,-8.119,114.056,3260,Stratovolcano,Historical,D1,2822,60334,Indonesia,1362,12696655.8419176,-906842.918832539
Rausudake,Hokkaido-Japan,44.076,145.122,1660,Stratovolcano,Tephrochronology,D3,2823,805082,Japan,1363,16154907.1429015,5477210.90091798
Recheschnoi,Aleutian Is,53.157,-168.539,1984,Stratovolcano,Holocene,U,2824,110128,United States,1364,-18761675.6588075,7012091.63674212
Reclus,Chile-S,-50.964,-73.58,1403,Stratovolcano,Radiocarbon,D7,2825,1508063,Chile,1365,-8191444.73002303,-6614928.2083458
Mammoth Mountain,US-California,37.631,-119.032,3369,Cinder cone,Holocene,U,2826,120315,United States,1366,-13250581.6281049,4527428.83638663
Redoubt,Alaska-SW,60.485,-152.742,3108,Stratovolcano,Historical,D1,2827,110303,United States,1368,-17003161.6627462,8508518.50882456
"Resago, Volcan",Chile-C,-36.461,-70.903,1890,Cinder cone,Holocene,U,2828,1507065,Chile,1370,-7894778.28705896,-4362718.6577539
Reventador,Ecuador,-0.077,-77.656,3562,Stratovolcano,Historical,D1,2829,150201,Ecuador,1371,-8644626.37704245,-8571.60337124371
Reykjanes,Iceland-SW,63.817,-22.717,140,Crater rows,Historical,D6,2830,170102,Iceland,1372,-2512035.62924101,9311775.1599688
Reykjaneshryggur,Iceland-SW,63.67,-23.33,80,Submarine volcanoes,Historical,D1,2831,170101,Iceland,1373,-2597083.72020707,9266454.80852062
Rincon de la Vieja,Costa Rica,10.83,-85.324,1916,Complex volcano,Historical,D1,2832,140502,Costa Rica,1375,-9498224.23244527,1212833.8167833
Rinjani,Lesser Sunda Is,-8.42,116.47,3726,Stratovolcano,Historical,D1,2833,60403,Indonesia,1376,12965381.0926926,-940702.17758903
Rishirizan,Hokkaido-Japan,45.179,141.242,1721,Stratovolcano,Radiocarbon,D7,2834,805041,Japan,1377,15722987.5186235,5649745.52957574
Ritter Island,New Guinea-NE of,-5.519,148.115,75,Stratovolcano,Historical,D1,2835,50107,Papua New Guinea,1378,16488086.3788457,-615324.55003913
Rocard,Society Is-C Pacific,-17.662,-148.586,-2515,Submarine volcano,Seismicity,U,2836,130304,France,1381,-16540517.8590093,-1998023.87846452
Rota,Nicaragua,12.55,-86.75,832,Stratovolcano,Holocene,U,2837,140406,Nicaragua,1383,-9656965.82631648,1408366.85594426
Roundtop,Aleutian Is,54.8,-163.589,1871,Stratovolcano,Holocene,U,2838,110138,United States,1385,-18210644.1793808,7323146.54457674
Royal Society Range,Antarctica,-78.25,163.33,3000,Cinder cone,Holocene,Unknown,2839,1900021,Antarctica,1386,18181812.4312654,-14503931.9777309
Ruang,Sangihe Is-Indonesia,2.3,125.37,725,Stratovolcano,Historical,D2,2840,60701,Indonesia,1387,13956124.5607527,256103.620075784
Ruapehu,New Zealand,-39.28,175.57,2797,Stratovolcano,Historical,D1,2841,40110,New Zealand,1388,19544362.998575,-4761858.90043817
East Diamante,Mariana Is-C Pacific,15.93,145.67,-127,Submarine volcano,Historical,D1,2842,804201,United States,1389,16215910.2238562,1796617.79160518
Atlin Volcanic Field,Canada,59.708,-133.358,1880,Cinder cone,Historical,D3,2843,120003,Canada,1390,-14841114.5125592,8328835.43858727
Rudakov,Kuril Is,45.874,149.819,532,Stratovolcano,Holocene,Unknown,2844,900112,Russia,1391,16677774.7911575,5760180.57151101
"Ruiz, Nevado del",Colombia,4.892,-75.324,5279,Stratovolcano,Historical,D1,2845,150102,Colombia,1392,-8385029.32451254,545237.816114222
Rumble III,New Zealand,-35.745,178.478,-220,Submarine volcano,Hydrophonic,D1,2846,40113,New Zealand,1393,19868080.0778019,-4265590.25656829
Rumble IV,New Zealand,-36.13,178.05,-500,Submarine volcano,Fumarolic,U,2847,40112,New Zealand,1394,19820435.3357424,-4318523.94694099
Rumble V,New Zealand,-36.142,178.196,-400,Submarine volcano,Fumarolic,U,2848,40111,New Zealand,1395,19836687.9813982,-4320177.98558059
Rungwe,Africa-E,-9.135,33.668,2953,Stratovolcano,Holocene,U,2849,202166,Tanzania,1396,3747904.61602793,-1021239.37543736
Saba,W Indies,17.63,-63.23,887,Stratovolcano,Historical,D5,2850,160001,Netherlands,1398,-7038731.40285869,1994285.76762647
Coropuna,Peru,-15.52,-72.65,6377,Stratovolcano,Historical,D1,2851,1504003,Peru,1399,-8087361.00613133,-1749202.08765576
Sairecabur,Chile-N,-22.719,-67.891,5961,Stratovolcano,Holocene,U,2852,1505091,Bolivia,1402,-7557702.86893693,-2598192.31161723
Sakar,New Guinea-NE of,-5.414,148.094,992,Stratovolcano,Holocene,Unknown,2853,50108,Papua New Guinea,1403,16485748.6695391,-603582.600249008
Aira,Kyushu-Japan,31.577,130.659,1117,Stratovolcano,Historical,D1,2854,80208,Japan,1404,14544670.7085767,3710003.32643121
Salak,Java,-6.716,106.733,2218,Stratovolcano,Historical,D2,2855,60305,Indonesia,1405,11881129.2523661,-749787.972576259
San Borja Volcanic Field,Mexico,28.5,-113.75,1360,Cinder cone,Holocene,U,2856,1401007,Mexico,1407,-12662592.0777349,3312159.85981844
San Carlos,Africa-W,3.35,8.52,2260,Shield volcano,Holocene,U,2857,204002,Equatorial Guinea,1408,948442.061558691,373132.95155441
San Cristobal,Galapagos,-0.88,-89.5,759,Shield volcano,Holocene,U,2858,150312,Ecuador,1409,-9963094.42599799,-97965.0035614686
San Cristobal,Nicaragua,12.702,-87.004,1745,Stratovolcano,Historical,D1,2859,140402,Nicaragua,1410,-9685240.97697797,1425706.74285123
San Diego,El Salvador,14.27,-89.48,781,Volcanic field,Holocene,U,2860,1403001,El Salvador,1411,-9960868.03618212,1605211.26859384
San Joaquin,Africa-W,3.35,8.63,2009,Shield volcano,Holocene,U,2861,204003,Equatorial Guinea,1413,960687.205545951,373132.95155441
Sao Jorge,Azores,38.65,-28.08,1053,Fissure vent,Historical,D2,2862,180203,Portugal,1414,-3125851.30147512,4671660.35828889
San Jose,Chile-C,-33.789,-69.895,6070,Stratovolcano,Historical,D2,2863,150702,Argentina,1415,-7780675.80899586,-4000504.94749467
"San Luis, Isla",Mexico,29.973,-114.408,183,Tuff cone,Holocene,U,2864,1401003,Mexico,1416,-12734949.7467505,3499694.20579976
San Martin,Mexico,18.57,-95.2,1650,Shield volcano,Historical,D4,2865,140111,Mexico,1417,-10597615.5235196,2104375.20873611
San Miguel,El Salvador,13.434,-88.269,2130,Stratovolcano,Historical,D1,2866,140310,El Salvador,1418,-9826060.13283147,1509359.63298837
San Pedro-San Pablo,Chile-N,-21.888,-68.391,6142,Stratovolcano,Historical,D2,2867,150507,Chile,1419,-7613251.29484277,-2498083.59644668
San Pedro-Pellado,Chile-C,-35.989,-70.849,3621,Stratovolcano,Holocene,U,2868,1507062,Chile,1420,-7886874.60321264,-4299107.89455084
San Salvador,El Salvador,13.734,-89.294,1893,Stratovolcano,Historical,D2,2869,140305,El Salvador,1422,-9940162.61089457,1543716.60318073
San Vicente,El Salvador,13.595,-88.837,2182,Stratovolcano,Holocene,U,2870,140307,El Salvador,1423,-9889289.60360204,1527792.46783913
Sanbesan,Honshu-Japan,35.141,132.622,1126,Caldera,Radiocarbon,D7,2871,803002,Japan,1425,14763413.5079855,4183059.02816032
Sand Mountain Field,US-Oregon,44.38,-121.93,1664,Cinder cone,Radiocarbon,D7,2872,120204,United States,1426,-13573185.5124238,5524437.61775494
"Isabel, Isla",Mexico,21.848,-105.886,95,Stratovolcano,Holocene,U,2873,1401023,Mexico,1428,-11787175.6021366,2493285.5720935
Sangay,Ecuador,-2.005,-78.341,5286,Stratovolcano,Historical,D1,2874,150209,Ecuador,1429,-8720880.22823584,-223241.146079631
Sangeang Api,Lesser Sunda Is,-8.2,119.07,1912,Complex volcano,Historical,D1,2875,60405,Indonesia,1430,13254811.7687551,-915952.011516644
"Sano, Wai",Lesser Sunda Is,-8.735,120.007,1319,Caldera,Holocene,U,2876,60406,Indonesia,1431,13356780.4223217,-974925.64299434
Santa Ana,El Salvador,13.853,-89.63,2381,Stratovolcano,Historical,D2,2877,140302,El Salvador,1432,-9977565.95980111,1557356.99597939
Santa Cruz,Galapagos,-0.62,-90.33,864,Shield volcano,Holocene,U,2878,1503091,Ecuador,1434,-10055489.6033564,-69019.4312759567
Santa Isabel,Colombia,4.818,-75.365,4944,Shield volcano,Radiocarbon,D7,2879,1501021,Colombia,1435,-8389593.42363506,536970.510744587
Santa Isabel,Africa-W,3.588,8.762,2999,Shield volcano,Historical,D2,2880,204004,Equatorial Guinea,1436,975381.378330663,399675.644184271
Santa Maria,Guatemala,14.757,-91.552,3745,Stratovolcano,Historical,D1,2881,140203,Guatemala,1438,-10191522.0211058,1661211.07688887
Santiago,Galapagos,-0.22,-90.77,920,Shield volcano,Historical,D2,2882,150309,Ecuador,1439,-10104470.1793054,-24490.3481534335
"Santiago, Cerro",Guatemala,14.33,-89.87,1192,Volcanic field,Holocene,U,2883,140216,Guatemala,1440,-10004282.6375915,1612104.00477547
Santorini,Greece,36.404,25.396,367,Shield volcano,Historical,D2,2884,10204,Greece,1444,2827069.78818598,4356354.49252162
Zealandia Bank,Mariana Is-C Pacific,16.88,145.85,0,Stratovolcano,Holocene,U,2885,804191,United States,1446,16235947.7321989,1906860.79562853
Sarik-Gajah,Sumatra,0.074,100.189,737,Pyroclastic cone,Holocene,Unknown,2886,601131,Indonesia,1447,11152988.4630873,8237.64460888407
